refno,tag,unit,fluid,seq,spec,pid,strlvl,cnote,insulation
=17384/8978,XT-LS-30276,XT,LS,30276,AA3,XT-00020-302-03,unset,unset,HC
=17384/8983,XT-LS-30278,XT,LS,30278,AA3,XT-00020-302-03,unset,unset,HC
=17384/8988,XT-LS-40103,XT,LS,40103,AA3,XT-00020-401-01,unset,unset,HC
=17384/8993,XT-LS-40108,XT,LS,40108,AA3,XT-00020-401-01,unset,unset,HC
=17384/8998,XT-LS-40118,XT,LS,40118,AA3,XT-00020-401-03,unset,unset,HC
=17384/9003,XT-LS-40131,XT,LS,40131,AA3,XT-00020-401-03,unset,unset,HC
=17384/9008,XT-LS-40144,XT,LS,40144,AA3,XT-00020-401-03,unset,unset,HC
=17384/9013,XT-LS-40157,XT,LS,40157,AA3,XT-00020-401-04,unset,unset,HC
=17384/9018,XT-LS-40175,XT,LS,40175,AA3,XT-00020-401-02,unset,unset,HC
=17384/9023,XT-LS-40181,XT,LS,40181,AA3,XT-00020-401-04,unset,unset,HC
=17384/9028,XT-LS-40189,XT,LS,40189,AA3,XT-00020-401-01,unset,unset,HC
=17384/9033,XT-LS-40217,XT,LS,40217,AA3,XT-00020-402-02,unset,unset,HC
=17384/9038,XT-LS-40232,XT,LS,40232,AA3,XT-00020-402-03,unset,unset,HC
=17384/9043,XT-LS-40234,XT,LS,40234,AA3,XT-00020-402-03,unset,unset,HC
=17384/9048,XT-MC-00205,XT,MC,00205,BA3,XT-00030-002-01,unset,unset,HC
=17384/9053,XT-MS-00201,XT,MS,00201,BA3,XT-00030-002-01,unset,unset,HC
=17384/9058,XT-MS-00202,XT,MS,00202,BA3,XT-00030-002-01,unset,unset,HC
=17384/9063,XT-MS-00203,XT,MS,00203,BA3,XT-00030-002-01,unset,unset,HC
=17384/9068,XT-MS-00204,XT,MS,00204,BA3,XT-00030-002-01,unset,unset,HC
=17384/9073,XT-MS-40247,XT,MS,40247,BA3,XT-00020-402-03,unset,unset,HC
=17384/9078,XT-MS-40249,XT,MS,40249,BA3,XT-00020-402-03,unset,unset,HC
=17384/9083,XT-P-03001,XT,P,03001,AA3D,XT-00020-030-01,unset,unset,TL
=17384/9088,XT-P-03002,XT,P,03002,AJA,XT-00020-030-01,unset,unset,TL
=17384/9093,XT-P-03003,XT,P,03003,AA3D,XT-00020-030-01,unset,unset,TL
=17384/9098,XT-P-03009,XT,P,03009,AJA,XT-00020-030-01,unset,unset,TL
=17384/9103,XT-P-03010,XT,P,03010,AKA,XT-00020-030-01,unset,unset,TL
=17384/9108,XT-P-10101,XT,P,10101,AKA,XT-00020-101-01,unset,unset,TL
=17384/9113,XT-P-10102,XT,P,10102,AKA,XT-00020-101-01,unset,unset,TL
=17384/9118,XT-P-10103,XT,P,10103,AKA,XT-00020-101-01,unset,unset,TL
=17384/9123,XT-P-10108,XT,P,10108,AKA,XT-00020-101-01,unset,unset,TL
=17384/9128,XT-P-10109,XT,P,10109,AKA,XT-00020-101-01,unset,unset,TL
=17384/9133,XT-P-10112,XT,P,10112,AKA,XT-00020-101-01,unset,unset,TL
=17384/9138,XT-P-10113,XT,P,10113,PT16,XT-00020-101-01,unset,unset,TL
=17384/9143,XT-P-10115,XT,P,10115,PT16,XT-00020-101-02,unset,unset,EP
=17384/9148,XT-P-10116,XT,P,10116,PT16,XT-00020-101-02,unset,unset,EP
=17384/9153,XT-P-10117,XT,P,10117,PT16,XT-00020-101-02,unset,unset,EP
=17384/9158,XT-P-10122,XT,P,10122,PT16,XT-00020-101-03,unset,unset,EP
=17384/9163,XT-P-10126,XT,P,10126,PT16,XT-00020-101-03,unset,unset,EP
=17384/9168,XT-P-10127,XT,P,10127,PT16,XT-00020-101-03,unset,unset,EP
=17384/9173,XT-P-10128,XT,P,10128,PT16,XT-00020-101-03,unset,unset,HC
=17384/9178,XT-P-10132,XT,P,10132,PT16,XT-00020-101-04,unset,unset,EP
=17384/9183,XT-P-10136,XT,P,10136,PT16,XT-00020-101-04,unset,unset,EP
=17384/9188,XT-P-10137,XT,P,10137,PT16,XT-00020-101-04,unset,unset,EP
=17384/9193,XT-P-10138,XT,P,10138,PT16,XT-00020-101-04,unset,unset,EP
=17384/9198,XT-P-10142,XT,P,10142,PT16,XT-00020-101-05,unset,unset,EP
=17384/9203,XT-P-10147,XT,P,10147,PT16,XT-00020-101-05,unset,unset,EP
=17384/9208,XT-P-10148,XT,P,10148,PT16,XT-00020-101-05,unset,unset,EP
=17384/9213,XT-P-10155,XT,P,10155,AKA,XT-00020-101-01,unset,unset,TL
=17384/9218,XT-P-10156,XT,P,10156,AKA,XT-00020-101-01,unset,unset,TL
=17384/9223,XT-P-10161,XT,P,10161,AKA,XT-00020-101-01,unset,unset,TL
=17384/9228,XT-P-10162,XT,P,10162,AKA,XT-00020-101-01,unset,unset,TL
=17384/9233,XT-P-10163,XT,P,10163,AKA,XT-00020-101-01,unset,unset,TL
=17384/9238,XT-P-10164,XT,P,10164,PT16,XT-00020-101-02,unset,unset,EP
=17384/9243,XT-P-10201,XT,P,10201,AKA,XT-00020-102-01,unset,unset,TL
=17384/9248,XT-P-10205,XT,P,10205,AKA,XT-00020-102-01,unset,unset,TL
=17384/9253,XT-P-10206,XT,P,10206,AKA,XT-00020-102-01,unset,unset,TL
=17384/9258,XT-P-10207,XT,P,10207,AKA,XT-00020-102-01,unset,unset,TL
=17384/9263,XT-P-10208,XT,P,10208,AKA,XT-00020-102-01,unset,unset,TL
=17384/9268,XT-P-10215,XT,P,10215,AKA,XT-00020-102-02,unset,unset,TL
=17384/9273,XT-P-10218,XT,P,10218,AKA,XT-00020-102-02,unset,unset,TL
=17384/9278,XT-P-10219,XT,P,10219,AKA,XT-00020-102-02,unset,unset,TL
=17384/9283,XT-P-10226,XT,P,10226,AKA,XT-00020-102-03,unset,unset,TL
=17384/9288,XT-P-10229,XT,P,10229,AKA,XT-00020-102-03,unset,unset,TL
=17384/9293,XT-P-10230,XT,P,10230,AKA,XT-00020-102-04,unset,unset,TL
=17384/9298,XT-P-10231,XT,P,10231,AKA,XT-00020-102-04,unset,unset,TL
=17384/9303,XT-P-10232,XT,P,10232,AKA,XT-00020-102-04,unset,unset,TL
=17384/9308,XT-P-10233,XT,P,10233,AKA,XT-00020-102-04,unset,unset,TL
=17384/9313,XT-P-10234,XT,P,10234,AKA,XT-00020-102-04,unset,unset,TL
=17384/9318,XT-P-10235,XT,P,10235,AKA,XT-00020-102-04,unset,unset,TL
=17384/9323,XT-P-10236,XT,P,10236,AKA,XT-00020-102-04,unset,unset,TL
=17384/9328,XT-P-10237,XT,P,10237,AKA,XT-00020-102-04,unset,unset,TL
=17384/9333,XT-P-10238,XT,P,10238,AKA,XT-00020-102-04,unset,unset,TL
=17384/9338,XT-P-10239,XT,P,10239,AKA,XT-00020-102-04,unset,unset,TL
=17384/9343,XT-P-10241,XT,P,10241,AKA,XT-00020-102-04,unset,unset,TL
=17384/9348,XT-P-10242,XT,P,10242,AKA,XT-00020-102-04,unset,unset,TL
=17384/9353,XT-P-10249,XT,P,10249,AKA,XT-00020-102-05,unset,unset,TL
=17384/9358,XT-P-10250,XT,P,10250,AKA,XT-00020-102-05,unset,unset,TL
=17384/9363,XT-P-10262,XT,P,10262,AKA,XT-00020-102-05,unset,unset,TL
=17384/9368,XT-P-10268,XT,P,10268,AKA,XT-00020-102-02,unset,unset,TL
=17384/9373,XT-P-10273,XT,P,10273,AKA,XT-00020-102-03,unset,unset,PP
=17384/9378,XT-P-20101,XT,P,20101,AJA,XT-00020-201-02,unset,unset,TL
=17384/9383,XT-P-20102,XT,P,20102,AJA,XT-00020-201-02,unset,unset,TL
=17384/9388,XT-P-20103,XT,P,20103,AJA,XT-00020-201-02,unset,unset,TL
=17384/9393,XT-P-20104,XT,P,20104,AJA,XT-00020-201-01,unset,unset,TL
=17384/9398,XT-P-20105,XT,P,20105,AJA,XT-00020-201-02,unset,unset,TL
=17384/9403,XT-P-20108,XT,P,20108,AJA,XT-00020-201-01,unset,unset,TL
=17384/9408,XT-P-20109,XT,P,20109,AJA,XT-00020-201-01,unset,unset,TL
=17384/9413,XT-P-20110,XT,P,20110,AJA,XT-00020-201-01,unset,unset,TL
=17384/9418,XT-P-20111,XT,P,20111,AJA,XT-00020-201-01,unset,unset,TL
=17384/9423,XT-P-20113,XT,P,20113,AJA,XT-00020-201-01,unset,unset,TL
=17384/9428,XT-P-20118,XT,P,20118,AKA,XT-00020-201-01,unset,unset,TL
=17384/9433,XT-P-20120,XT,P,20120,AKA,XT-00020-201-03,unset,unset,TL
=17384/9438,XT-P-20121,XT,P,20121,AKA,XT-00020-201-03,unset,unset,TL
=17384/9443,XT-P-20122,XT,P,20122,AKA,XT-00020-201-03,unset,unset,TL
=17384/9448,XT-P-20125,XT,P,20125,AKA,XT-00020-201-03,unset,unset,TL
=17384/9453,XT-P-20126,XT,P,20126,AKA,XT-00020-201-03,unset,unset,TL
=17384/9458,XT-P-20127,XT,P,20127,AKA,XT-00020-201-03,unset,unset,TL
=17384/9463,XT-P-20129,XT,P,20129,AKA,XT-00020-201-03,unset,unset,TL
=17384/9468,XT-P-20131,XT,P,20131,AKA,XT-00020-201-03,unset,unset,TL
=17384/9473,XT-P-20132,XT,P,20132,AKA,XT-00020-201-03,unset,unset,TL
=17384/9478,XT-P-20133,XT,P,20133,AKA,XT-00020-201-04,unset,unset,NT
=17384/9483,XT-P-20143,XT,P,20143,AKA,XT-00020-201-03,unset,unset,TL
=17384/9488,XT-P-20149,XT,P,20149,AKA,XT-00020-201-04,unset,unset,NT
=17384/9493,XT-P-20150,XT,P,20150,AKA,XT-00020-201-04,unset,unset,TL
=17384/9498,XT-P-20152,XT,P,20152,AKA,XT-00020-201-04,unset,unset,TL
=17384/9503,XT-P-20153,XT,P,20153,AKA,XT-00020-201-04,unset,unset,TL
=17384/9508,XT-P-20154,XT,P,20154,AKA,XT-00020-201-04,unset,unset,TL
=17384/9513,XT-P-20156,XT,P,20156,AKA,XT-00020-201-04,unset,unset,TL
=17384/9518,XT-P-20157,XT,P,20157,AKA,XT-00020-201-04,unset,unset,TL
=17384/9523,XT-P-20158,XT,P,20158,AKA,XT-00020-201-04,unset,unset,TL
=17384/9528,XT-P-20170,XT,P,20170,AJA,XT-00020-301-02,unset,unset,NT
=17384/9533,XT-P-20171,XT,P,20171,AJA,XT-00020-301-02,unset,unset,unset
=17384/9538,XT-P-20172,XT,P,20172,AJA,XT-00020-301-06,unset,unset,TL
=17384/9543,XT-P-20173,XT,P,20173,AJA,XT-00020-301-02,unset,unset,NT
=17384/9548,XT-P-20175,XT,P,20175,AJA,XT-00020-301-04,unset,unset,NT
=17384/9553,XT-P-20185,XT,P,20185,AJA,XT-00020-201-01,unset,unset,TL
=17384/9558,XT-P-20201,XT,P,20201,AKA,XT-00020-202-01,unset,unset,TL
=17384/9563,XT-P-20203,XT,P,20203,AKA,XT-00020-202-01,unset,unset,TL
=17384/9568,XT-P-20204,XT,P,20204,AKA,XT-00020-202-01,unset,unset,TL
=17384/9573,XT-P-20205,XT,P,20205,AKA,XT-00020-202-01,unset,unset,TL
=17384/9578,XT-P-20207,XT,P,20207,AKA,XT-00020-202-01,unset,unset,TL
=17384/9583,XT-P-20208,XT,P,20208,AKA,XT-00020-202-01,unset,unset,TL
=17384/9588,XT-P-20209,XT,P,20209,AKA,XT-00020-202-01,unset,unset,TL
=17384/9593,XT-P-20210,XT,P,20210,AKA,XT-00020-202-01,unset,unset,TL
=17384/9598,XT-P-20219,XT,P,20219,AKA,XT-00020-202-01,unset,unset,TL
=17384/9603,XT-P-20220,XT,P,20220,AKA,XT-00020-202-01,unset,unset,TL
=17384/9608,XT-P-20222,XT,P,20222,AKA,XT-00020-202-01,unset,unset,TL
=17384/9613,XT-P-20223,XT,P,20223,AKA,XT-00020-202-01,unset,unset,TL
=17384/9618,XT-P-20227,XT,P,20227,AKA,XT-00020-202-03,unset,unset,TL
=17384/9623,XT-P-20228,XT,P,20228,AKA,XT-00020-202-03,unset,unset,TL
=17384/9628,XT-P-20229,XT,P,20229,AKA,XT-00020-202-03,unset,unset,TL
=17384/9633,XT-P-20231,XT,P,20231,AKA,XT-00020-202-03,unset,unset,TL
=17384/9638,XT-P-20232,XT,P,20232,AKA,XT-00020-202-03,unset,unset,TL
=17384/9643,XT-P-20233,XT,P,20233,AKA,XT-00020-202-03,unset,unset,TL
=17384/9648,XT-P-20236,XT,P,20236,AKA,XT-00020-202-03,unset,unset,TL
=17384/9653,XT-P-20237,XT,P,20237,AKA,XT-00020-202-03,unset,unset,TL
=17384/9658,XT-P-20240,XT,P,20240,AKA,XT-00020-202-03,unset,unset,TL
=17384/9663,XT-P-20245,XT,P,20245,AKA,XT-00020-202-04,unset,unset,TL
=17384/9668,XT-P-20272,XT,P,20272,AJA,XT-00020-202-04,unset,unset,TL
=17384/9673,XT-P-20273,XT,P,20273,AJA,XT-00020-202-04,unset,unset,TL
=17384/9678,XT-P-20274,XT,P,20274,AJA,XT-00020-202-04,unset,unset,TL
=17384/9683,XT-P-20275,XT,P,20275,AJA,XT-00020-202-04,unset,unset,TL
=17384/9688,XT-P-20286,XT,P,20286,AJA,XT-00020-201-02,unset,unset,TL
=17384/9693,XT-P-30101,XT,P,30101,AJA,XT-00020-301-02,unset,unset,TL
=17384/9698,XT-P-30102,XT,P,30102,AJA,XT-00020-301-02,unset,unset,TL
=17384/9703,XT-P-30109,XT,P,30109,AJA,XT-00020-301-01,unset,unset,TL
=17384/9708,XT-P-30110,XT,P,30110,AJA,XT-00020-301-02,unset,unset,TL
=17384/9713,XT-P-30112,XT,P,30112,AJA,XT-00020-301-01,unset,unset,TL
=17384/9718,XT-P-30115,XT,P,30115,AJA,XT-00020-301-01,unset,unset,TL
=17384/9723,XT-P-30116,XT,P,30116,AJA,XT-00020-301-01,unset,unset,TL
=17384/9728,XT-P-30118,XT,P,30118,AJA,XT-00020-301-01,unset,unset,TL
=17384/9733,XT-P-30120,XT,P,30120,AJA,XT-00020-301-01,unset,unset,TL
=17384/9738,XT-P-30123,XT,P,30123,AJA,XT-00020-301-01,unset,unset,TL
=17384/9743,XT-P-30126,XT,P,30126,AJA,XT-00020-301-03,unset,unset,TL
=17384/9748,XT-P-30127,XT,P,30127,AJA,XT-00020-301-03,unset,unset,TL
=17384/9753,XT-P-30128,XT,P,30128,AJA,XT-00020-301-02,unset,unset,TL
=17384/9758,XT-P-30129,XT,P,30129,AJA,XT-00020-301-04,unset,unset,NT
=17384/9763,XT-P-30142,XT,P,30142,AJA,XT-00020-301-04,unset,unset,TL
=17384/9768,XT-P-30143,XT,P,30143,AJA,XT-00020-301-04,unset,unset,TL
=17384/9773,XT-P-30144,XT,P,30144,AJA,XT-00020-301-04,unset,unset,TL
=17384/9778,XT-P-30145,XT,P,30145,AJA,XT-00020-301-04,unset,unset,TL
=17384/9783,XT-P-30146,XT,P,30146,AJA,XT-00020-301-04,unset,unset,TL
=17384/9788,XT-P-30147,XT,P,30147,AJA,XT-00020-301-04,unset,unset,TL
=17384/9793,XT-P-30148,XT,P,30148,AJA,XT-00020-301-04,unset,unset,TL
=17384/9798,XT-P-30149,XT,P,30149,AJA,XT-00020-301-05,unset,unset,TL
=17384/9803,XT-P-30150,XT,P,30150,AJA,XT-00020-301-05,unset,unset,TL
=17384/9808,XT-P-30151,XT,P,30151,AJA,XT-00020-301-05,unset,unset,TL
=17384/9813,XT-P-30152,XT,P,30152,AJA,XT-00020-301-05,unset,unset,TL
=17384/9818,XT-P-30155,XT,P,30155,AJA,XT-00020-301-05,unset,unset,TL
=17384/9823,XT-P-30160,XT,P,30160,AJA,XT-00020-301-05,unset,unset,TL
=17384/9828,XT-P-30161,XT,P,30161,AJA,XT-00020-301-05,unset,unset,TL
=17384/9833,XT-P-30162,XT,P,30162,AJA,XT-00020-301-05,unset,unset,TL
=17384/9838,XT-P-30163,XT,P,30163,AJA,XT-00020-301-05,unset,unset,TL
=17384/9843,XT-P-30165,XT,P,30165,AJA,XT-00020-301-05,unset,unset,TL
=17384/9848,XT-P-30166,XT,P,30166,AJA,XT-00020-301-05,unset,unset,TL
=17384/9853,XT-P-30167,XT,P,30167,AJA,XT-00020-301-05,unset,unset,TL
=17384/9858,XT-P-30170,XT,P,30170,AJA,XT-00020-301-05,unset,unset,TL
=17384/9863,XT-P-30180,XT,P,30180,AJA,XT-00020-301-06,unset,unset,TL
=17384/9868,XT-P-30181,XT,P,30181,AJA,XT-00020-301-06,unset,unset,TL
=17384/9873,XT-P-30182,XT,P,30182,AJA,XT-00020-301-06,unset,unset,TL
=17384/9878,XT-P-30183,XT,P,30183,AJA,XT-00020-301-03,unset,unset,TL
=17384/9883,XT-P-30184,XT,P,30184,AJA,XT-00020-301-01,unset,unset,TL
=17384/9888,XT-P-30188,XT,P,30188,AJA,XT-00020-301-02,unset,unset,TL
=17384/9893,XT-P-30189,XT,P,30189,AJA,XT-00020-301-02,unset,unset,TL
=17384/9898,XT-P-30202,XT,P,30202,AJA,XT-00020-302-01,unset,unset,TL
=17384/9903,XT-P-30212,XT,P,30212,AJA,XT-00020-302-01,unset,unset,TL
=17384/9908,XT-P-30213,XT,P,30213,AJA,XT-00020-302-01,unset,unset,TL
=17384/9913,XT-P-30214,XT,P,30214,AJA,XT-00020-302-01,unset,unset,TL
=17384/9918,XT-P-30215,XT,P,30215,AJA,XT-00020-302-01,unset,unset,TL
=17384/9923,XT-P-30216,XT,P,30216,AJA,XT-00020-302-01,unset,unset,TL
=17384/9928,XT-P-30217,XT,P,30217,AJA,XT-00020-302-01,unset,unset,TL
=17384/9933,XT-P-30218,XT,P,30218,AJA,XT-00020-302-01,unset,unset,TL
=17384/9938,XT-P-30219,XT,P,30219,AJA,XT-00020-302-02,unset,unset,TL
=17384/9943,XT-P-30220,XT,P,30220,AJA,XT-00020-302-02,unset,unset,TL
=17384/9948,XT-P-30221,XT,P,30221,AJA,XT-00020-302-02,unset,unset,TL
=17384/9953,XT-P-30222,XT,P,30222,AJA,XT-00020-302-02,unset,unset,TL
=17384/9958,XT-P-30225,XT,P,30225,AJA,XT-00020-302-02,unset,unset,TL
=17384/9963,XT-P-30226,XT,P,30226,AJA,XT-00020-302-02,unset,unset,TL
=17384/9968,XT-P-30227,XT,P,30227,AJA,XT-00020-302-02,unset,unset,TL
=17384/9973,XT-P-30228,XT,P,30228,AJA,XT-00020-302-02,unset,unset,TL
=17384/9978,XT-P-30229,XT,P,30229,AJA,XT-00020-302-02,unset,unset,TL
=17384/9983,XT-P-30231,XT,P,30231,AJA,XT-00020-302-02,unset,unset,TL
=17384/9988,XT-P-30232,XT,P,30232,AJA,XT-00020-302-02,unset,unset,TL
=17384/9993,XT-P-30233,XT,P,30233,AJA,XT-00020-302-02,unset,unset,TL
=17384/9998,XT-P-30252,XT,P,30252,AJA,XT-00020-302-03,unset,unset,TL
=17384/10003,XT-P-30253,XT,P,30253,AJA,XT-00020-302-03,unset,unset,TL
=17384/10008,XT-P-30254,XT,P,30254,AJA,XT-00020-302-03,unset,unset,TL
=17384/10013,XT-P-30258,XT,P,30258,AJA,XT-00020-302-04,unset,unset,NT
=17384/10018,XT-P-30266,XT,P,30266,AJA,XT-00020-302-03,unset,unset,TL
=17384/10023,XT-P-30271,XT,P,30271,AJA,XT-00020-302-03,unset,unset,TL
=17384/10028,XT-P-30272,XT,P,30272,AJA,XT-00020-302-03,unset,unset,NT
=17384/10033,XT-P-30273,XT,P,30273,AJA,XT-00020-302-03,unset,unset,NT
=17384/10038,XT-P-30274,XT,P,30274,AJA,XT-00020-301-02,unset,unset,TL
=17384/10043,XT-P-30280,XT,P,30280,AJA,XT-00020-301-01,unset,unset,TL
=17384/10048,XT-P-30284,XT,P,30284,AJA,XT-00020-301-04,unset,unset,unset
=17384/10053,XT-P-30292,XT,P,30292,AA3D,XT-00020-302-01,unset,unset,NT
=17384/10058,XT-P-30293,XT,P,30293,AA3D,XT-00020-302-01,unset,unset,NT
=17384/10063,XT-P-30294,XT,P,30294,AA3D,XT-00020-302-01,unset,unset,NT
=17384/10068,XT-P-40101,XT,P,40101,AKA,XT-00020-401-01,unset,unset,TL
=17384/10073,XT-P-40104,XT,P,40104,AKA,XT-00020-401-01,unset,unset,TL
=17384/10078,XT-P-40105,XT,P,40105,AKA,XT-00020-401-01,unset,unset,TL
=17384/10083,XT-P-40106,XT,P,40106,AKA,XT-00020-401-01,unset,unset,TL
=17384/10088,XT-P-40109,XT,P,40109,AKA,XT-00020-401-01,unset,unset,TL
=17384/10093,XT-P-40110,XT,P,40110,AKA,XT-00020-401-02,unset,unset,TL
=17384/10098,XT-P-40111,XT,P,40111,AKA,XT-00020-401-02,unset,unset,TL
=17384/10103,XT-P-40116,XT,P,40116,AKA,XT-00020-401-02,unset,unset,TL
=17384/10108,XT-P-40117,XT,P,40117,AKA,XT-00020-401-02,unset,unset,TL
=17384/10113,XT-P-40120,XT,P,40120,AKA,XT-00020-401-03,unset,unset,TL
=17384/10118,XT-P-40121,XT,P,40121,AKA,XT-00020-401-03,unset,unset,TL
=17384/10123,XT-P-40124,XT,P,40124,AKA,XT-00020-401-03,unset,unset,TL
=17384/10128,XT-P-40126,XT,P,40126,AKA,XT-00020-401-03,unset,unset,TL
=17384/10133,XT-P-40130,XT,P,40130,AKA,XT-00020-401-03,unset,unset,TL
=17384/10138,XT-P-40133,XT,P,40133,AKA,XT-00020-401-03,unset,unset,TL
=17384/10143,XT-P-40134,XT,P,40134,AKA,XT-00020-401-03,unset,unset,TL
=17384/10148,XT-P-40137,XT,P,40137,AKA,XT-00020-401-03,unset,unset,TL
=17384/10153,XT-P-40139,XT,P,40139,AKA,XT-00020-401-03,unset,unset,TL
=17384/10158,XT-P-40143,XT,P,40143,AKA,XT-00020-401-03,unset,unset,TL
=17384/10163,XT-P-40146,XT,P,40146,AKA,XT-00020-401-03,unset,unset,TL
=17384/10168,XT-P-40147,XT,P,40147,AKA,XT-00020-401-03,unset,unset,TL
=17384/10173,XT-P-40152,XT,P,40152,AKA,XT-00020-401-03,unset,unset,TL
=17384/10178,XT-P-40156,XT,P,40156,AKA,XT-00020-401-03,unset,unset,TL
=17384/10183,XT-P-40159,XT,P,40159,AKA,XT-00020-401-04,unset,unset,TL
=17384/10188,XT-P-40160,XT,P,40160,AKA,XT-00020-401-04,unset,unset,TL
=17384/10193,XT-P-40163,XT,P,40163,AKA,XT-00020-401-04,unset,unset,TL
=17384/10198,XT-P-40165,XT,P,40165,AKA,XT-00020-401-04,unset,unset,TL
=17384/10203,XT-P-40169,XT,P,40169,AKA,XT-00020-401-04,unset,unset,TL
=17384/10208,XT-P-40172,XT,P,40172,AKA,XT-00020-401-03,unset,unset,TL
=17384/10213,XT-P-40177,XT,P,40177,AKA,XT-00020-401-02,unset,unset,TL
=17384/10218,XT-P-40179,XT,P,40179,AKA,XT-00020-401-04,unset,unset,TL
=17384/10223,XT-P-40180,XT,P,40180,AKA,XT-00020-401-04,unset,unset,TL
=17384/10228,XT-P-40184,XT,P,40184,AKA,XT-00020-401-03,unset,unset,TL
=17384/10233,XT-P-40185,XT,P,40185,AKA,XT-00020-401-03,unset,unset,TL
=17384/10238,XT-P-40186,XT,P,40186,AKA,XT-00020-401-03,unset,unset,TL
=17384/10243,XT-P-40187,XT,P,40187,AKA,XT-00020-401-04,unset,unset,TL
=17384/10248,XT-P-40188,XT,P,40188,AKA,XT-00020-401-03,unset,unset,TL
=17384/10253,XT-P-40202,XT,P,40202,AKA,XT-00020-402-01,unset,unset,TL
=17384/10258,XT-P-40203,XT,P,40203,AKA,XT-00020-402-01,unset,unset,TL
=17384/10263,XT-P-40204,XT,P,40204,AKA,XT-00020-402-01,unset,unset,TL
=17384/10268,XT-P-40205,XT,P,40205,AKA,XT-00020-401-01,unset,unset,TL
=17384/10273,XT-P-40206,XT,P,40206,AKA,XT-00020-402-01,unset,unset,TL
=17384/10278,XT-P-40207,XT,P,40207,AKA,XT-00020-402-01,unset,unset,TL
=17384/10283,XT-P-40210,XT,P,40210,AKA,XT-00020-402-01,unset,unset,TL
=17384/10288,XT-P-40214,XT,P,40214,AKA,XT-00020-402-01,unset,unset,TL
=17384/10293,XT-P-40216,XT,P,40216,AKA,XT-00020-402-02,unset,unset,TL
=17384/10298,XT-P-40219,XT,P,40219,AKA,XT-00020-402-02,unset,unset,TL
=17384/10303,XT-P-40220,XT,P,40220,AKA,XT-00020-402-02,unset,unset,TL
=17384/10308,XT-P-40221,XT,P,40221,AKA,XT-00020-402-02,unset,unset,TL
=17384/10313,XT-P-40222,XT,P,40222,AKA,XT-00020-402-02,unset,unset,TL
=17384/10318,XT-P-40223,XT,P,40223,AKA,XT-00020-402-02,unset,unset,TL
=17384/10323,XT-P-40226,XT,P,40226,AKA,XT-00020-402-02,unset,unset,TL
=17384/10328,XT-P-40230,XT,P,40230,AKA,XT-00020-402-02,unset,unset,TL
=17384/10333,XT-P-40231,XT,P,40231,AKA,XT-00020-402-03,unset,unset,TL
=17384/10338,XT-P-40235,XT,P,40235,AKA,XT-00020-402-03,unset,unset,TL
=17384/10343,XT-P-40236,XT,P,40236,AKA,XT-00020-402-03,unset,unset,TL
=17384/10348,XT-P-40255,XT,P,40255,AKA,XT-00020-402-01,unset,unset,TL
=17384/10355,XT-P-40261,XT,P,40261,AKA,XT-00020-402-01,unset,unset,TL
=17384/10360,XT-P-40262,XT,P,40262,AKA,XT-00020-402-02,unset,unset,TL
=17384/10365,XT-P-40263,XT,P,40263,AKA,XT-00020-402-03,unset,unset,TL
=17384/10370,XT-P-40264,XT,P,40264,AKA,XT-00020-402-02,unset,unset,TL
=17384/10375,XT-PA-00902,XT,PA,00902,AA3D,XT-00030-009-01,unset,unset,NT
=17384/10380,XT-PA-10245,XT,PA,10245,AA3D,XT-00020-102-05,unset,unset,NT
=17384/10385,XT-PA-10307,XT,PA,10307,AA3D,XT-00020-103-01,unset,unset,unset
=17384/10390,XT-PA-30157,XT,PA,30157,AA3D,XT-00020-301-05,unset,unset,NT
=17384/10395,XT-PA-30164,XT,PA,30164,AA3D,XT-00020-301-05,unset,unset,NT
=17384/10400,XT-PA-30168,XT,PA,30168,AA3D,XT-00020-301-05,unset,unset,NT
=17384/10405,XT-PA-30169,XT,PA,30169,AA3D,XT-00020-301-04,unset,unset,NT
=17384/10410,XT-PA-30177,XT,PA,30177,AA3D,XT-00020-301-06,unset,unset,NT
=17384/10415,XT-PA-30236,XT,PA,30236,AA3D,XT-00020-302-02,unset,unset,NT
=17384/10420,XT-PA-30241,XT,PA,30241,AA3D,XT-00020-302-02,unset,unset,NT
=17384/10425,XT-PA-30242,XT,PA,30242,AA3D,XT-00020-302-02,unset,unset,NT
=17384/10430,XT-PA-30248,XT,PA,30248,AA3D,XT-00020-302-03,unset,unset,NT
=17384/10435,XT-PA-30285,XT,PA,30285,AA3D,XT-00020-301-04,unset,unset,NT
=17384/10440,XT-PA-30286,XT,PA,30286,AA3D,XT-00020-301-04,unset,unset,NT
=17384/10445,XT-PA-30287,XT,PA,30287,AA3D,XT-00020-301-04,unset,unset,NT
=17384/10450,XT-PA-30288,XT,PA,30288,AA3D,XT-00020-302-03,unset,unset,NT
=17384/10455,XT-PA-30289,XT,PA,30289,AA3D,XT-00020-302-03,unset,unset,NT
=17384/10460,XT-PA-30297,XT,PA,30297,AA3D,XT-00020-302-01,unset,unset,NT
=17384/10465,XT-PW-10311,XT,PW,10311,AA3D,XT-00020-103-01,unset,unset,unset
=17384/10470,XT-PW-00701,XT,PW,00701,AA3D,XT-00030-007-01,unset,unset,NT
=17384/10475,XT-PW-20271,XT,PW,20271,AA3D,XT-00020-202-02,unset,unset,NT
=17384/10480,XT-PW-20287,XT,PW,20287,AA3D,XT-00020-201-02,unset,unset,NT
