refno,tag,unit,fluid,seq,spec,pid,strlvl,cnote,insulation
=17384/5941,VO-P-00803,VO,P,00803,DL3WH,VO-00020-008-1,unset,unset,TL
=17384/5946,VO-P-00901,VO,P,00901,DUA,VO-00020-009-1,unset,unset,TL
=17384/5951,VO-P-00902,VO,P,00902,DKAWH,VO-00020-009-1,unset,unset,TL
=17384/5956,VO-P-00903,VO,P,00903,DKAWH,VO-00020-009-1,unset,unset,TL
=17384/5961,VO-P-00904,VO,P,00904,DKAWH,VO-00020-009-1,unset,unset,TL
=17384/5966,VO-P-00905,VO,P,00905,DA5,VO-00020-009-1,unset,unset,TL
=17384/5971,VO-P-00906,VO,P,00906,DA5,VO-00020-009-1,unset,unset,TL
=17384/5976,VO-P-00907,VO,P,00907,BA5H,VO-00020-009-1,unset,unset,TL
=17384/5981,VO-P-00908,VO,P,00908,DA5,VO-00020-009-1,unset,unset,TL
=17384/5986,VO-P-00909,VO,P,00909,BA5H,VO-00020-009-1,unset,unset,TL
=17384/5991,VO-P-00910,VO,P,00910,DA5,VO-00020-009-1,unset,unset,TL
=17384/5996,VO-P-00911,VO,P,00911,DKAWH,VO-00020-009-1,unset,unset,TL
=17384/6001,VO-P-00912,VO,P,00912,DKAWH,VO-00020-009-1,unset,unset,TL
=17384/6006,VO-P-01001,VO,P,01001,DKAWH,VO-00020-010-1,unset,unset,TL
=17384/6011,VO-P-01002,VO,P,01002,DA5W,VO-00020-010-1,unset,unset,TL
=17384/6016,VO-P-01003,VO,P,01003,DA5,VO-00020-010-1,unset,unset,NT
=17384/6021,VO-P-01004,VO,P,01004,DA5,VO-00020-010-1,unset,unset,NT
=17384/6026,VO-P-01005,VO,P,01005,DA5,VO-00020-010-1,unset,unset,NT
=17384/6031,VO-P-01006,VO,P,01006,DA5,VO-00020-010-1,unset,unset,NT
=17384/6036,VO-P-01007,VO,P,01007,DKAWH,VO-00020-010-1,unset,unset,TL
=17384/6041,VO-P-01008,VO,P,01008,DA5W,VO-00020-010-1,unset,unset,TL
=17384/6046,VO-P-01009,VO,P,01009,DA5,VO-00020-010-1,unset,unset,TL
=17384/6051,VO-P-01010,VO,P,01010,BA5,VO-00020-010-1,unset,unset,TL
=17384/6056,VO-P-01011,VO,P,01011,DKA,VO-00020-010-1,unset,unset,TL
=17384/6061,VO-P-01012,VO,P,01012,DKA,VO-00020-010-1,unset,unset,TL
=17384/6066,VO-P-01013,VO,P,01013,DA5W,VO-00020-010-1,unset,unset,TL
=17384/6071,VO-P-01101,VO,P,01101,DA5W,VO-00020-011-1,unset,unset,TL
=17384/6076,VO-P-01102,VO,P,01102,DA5W,VO-00020-011-1,unset,unset,TL
=17384/6081,VO-P-01103,VO,P,01103,DA5W,VO-00020-011-1,unset,unset,NT
=17384/6086,VO-P-01104,VO,P,01104,DA5,VO-00020-011-1,unset,unset,NT
=17384/6091,VO-P-01105,VO,P,01105,DA5,VO-00020-011-1,unset,unset,NT
=17384/6096,VO-P-01106,VO,P,01106,DA5,VO-00020-011-1,unset,unset,NT
=17384/6101,VO-P-01107,VO,P,01107,DA5,VO-00020-011-1,unset,unset,NT
=17384/6106,VO-P-01108,VO,P,01108,DA5,VO-00020-011-1,unset,unset,NT
=17384/6111,VO-P-01110,VO,P,01110,DA5W,VO-00020-011-1,unset,unset,NT
=17384/6116,VO-P-01111,VO,P,01111,DA5W,VO-00020-011-1,unset,unset,NT
=17384/6121,VO-P-01201,VO,P,01201,DA5W,VO-00020-012-1,unset,unset,TL
=17384/6126,VO-P-01202,VO,P,01202,DA5W,VO-00020-012-1,unset,unset,TE
=17384/6131,VO-P-01203,VO,P,01203,DA5W,VO-00020-012-1,unset,unset,TE
=17384/6136,VO-P-01204,VO,P,01204,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6141,VO-P-01205,VO,P,01205,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6146,VO-P-01206,VO,P,01206,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6151,VO-P-01207,VO,P,01207,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6156,VO-P-01208,VO,P,01208,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6161,VO-P-01209,VO,P,01209,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6166,VO-P-01210,VO,P,01210,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6171,VO-P-01211,VO,P,01211,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6176,VO-P-01212,VO,P,01212,DA5,VO-00020-012-1,unset,unset,TL
=17384/6186,VO-P-01214,VO,P,01214,DA5W,VO-00020-012-1,unset,unset,HC
=17384/6191,VO-P-01215,VO,P,01215,DA5W,VO-00020-012-1,unset,unset,HC
=17384/6196,VO-P-01216,VO,P,01216,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6201,VO-P-01217,VO,P,01217,DA5W,VO-00020-012-1,unset,unset,PP
=17384/6206,VO-P-01218,VO,P,01218,DA5W,VO-00020-012-1,unset,unset,TL
=17384/6211,VO-P-01301,VO,P,01301,BKAWH,VO-00020-013-1,unset,unset,TL
=17384/6216,VO-P-01302,VO,P,01302,BA5H,VO-00020-013-1,unset,unset,TL
=17384/6221,VO-P-01303,VO,P,01303,DA5,VO-00020-013-1,unset,unset,TL
=17384/6226,VO-P-01304,VO,P,01304,DA5,VO-00020-013-1,unset,unset,TL
=17384/6231,VO-P-01305,VO,P,01305,DA5,VO-00020-013-1,unset,unset,TL
=17384/6236,VO-P-01306,VO,P,01306,DA5,VO-00020-013-1,unset,unset,TL
=17384/6241,VO-P-01307,VO,P,01307,DA5,VO-00020-013-1,unset,unset,TL
=17384/6246,VO-P-01308,VO,P,01308,BA5,VO-00020-013-1,unset,unset,TL
=17384/6256,VO-P-01310,VO,P,01310,DA5,VO-00020-013-1,unset,unset,TL
=17384/6261,VO-P-01311,VO,P,01311,BKWH,VO-00020-013-1,unset,unset,TL
=17384/6276,VO-P-01401,VO,P,01401,BA5WH,VO-00020-014-1,unset,unset,TL
=17384/6281,VO-P-01402,VO,P,01402,BA5WH,VO-00020-014-1,unset,unset,TL
=17384/6286,VO-P-01403,VO,P,01403,BA5WH,VO-00020-014-1,unset,unset,TL
=17384/6291,VO-P-01404,VO,P,01404,AA5H,VO-00020-014-1,unset,unset,TL
=17384/6296,VO-P-01405,VO,P,01405,AA5H,VO-00020-014-1,unset,unset,TL
=17384/6301,VO-P-01406,VO,P,01406,BA5H,VO-00020-014-1,unset,unset,TL
=17384/6306,VO-P-01407,VO,P,01407,BA5H,VO-00020-014-1,unset,unset,TL
=17384/6311,VO-P-01408,VO,P,01408,AA3,VO-00020-014-1,unset,unset,NT
=17384/6316,VO-P-01409,VO,P,01409,AA3,VO-00020-014-1,unset,unset,NT
=17384/6321,VO-P-01410,VO,P,01410,AA3,VO-00020-014-1,unset,unset,NT
=17384/6336,VO-P-01413,VO,P,01413,AA3,VO-00020-014-1,unset,unset,NT
=17384/6346,VO-P-01501,VO,P,01501,AA5WH,VO-00020-015-1,unset,unset,TL
=17384/6351,VO-P-01502,VO,P,01502,AA5WH,VO-00020-015-1,unset,unset,TL
=17384/6356,VO-P-01503,VO,P,01503,AA5WH,VO-00020-015-1,unset,unset,TL
=17384/6361,VO-P-01504,VO,P,01504,AA5WH,VO-00020-015-1,unset,unset,TL
=17384/6366,VO-P-01505,VO,P,01505,BA5,VO-00020-015-1,unset,unset,NT
=17384/6371,VO-P-01506,VO,P,01506,BA5,VO-00020-015-1,unset,unset,NT
=17384/6376,VO-P-01507,VO,P,01507,BA5,VO-00020-015-1,unset,unset,NT
=17384/6381,VO-P-01508,VO,P,01508,BA5,VO-00020-015-1,unset,unset,NT
=17384/6386,VO-P-01509,VO,P,01509,BA5,VO-00020-015-1,unset,unset,NT
=17384/6391,VO-P-01510,VO,P,01510,AA5,VO-00020-015-1,unset,unset,NT
=17384/6396,VO-P-01511,VO,P,01511,AA5,VO-00020-015-1,unset,unset,NT
=17384/6401,VO-P-01512,VO,P,01512,BA5,VO-00020-015-1,unset,unset,NT
=17384/6406,VO-P-01513,VO,P,01513,BA5,VO-00020-015-1,unset,unset,NT
=17384/6411,VO-P-01514,VO,P,01514,AA5,VO-00020-015-1,unset,unset,NT
=17384/6416,VO-P-01515,VO,P,01515,AA5,VO-00020-015-1,unset,unset,NT
=17384/6421,VO-P-01516,VO,P,01516,AA5,VO-00020-015-1,unset,unset,NT
=17384/6426,VO-P-01517,VO,P,01517,AA5,VO-00020-015-1,unset,unset,NT
=17384/6431,VO-P-01518,VO,P,01518,AA5,VO-00020-015-1,unset,unset,NT
=17384/6436,VO-P-01519,VO,P,01519,AA5WH,VO-00020-015-1,unset,unset,TL
=17384/6451,VO-P-01601,VO,P,01601,BA3W,VO-00020-016-1,unset,unset,NT
=17384/6456,VO-P-01602,VO,P,01602,BA3W,VO-00020-016-1,unset,unset,NT
=17384/6461,VO-P-01801,VO,P,01801,DA5,VO-00020-018-1,unset,unset,TL
=17384/6466,VO-P-01802,VO,P,01802,DA5,VO-00020-018-1,unset,unset,TL
=17384/6471,VO-P-01803,VO,P,01803,DA5,VO-00020-018-1,unset,unset,TL
=17384/6476,VO-P-01804,VO,P,01804,DA5W,VO-00020-018-1,unset,unset,HC
=17384/6481,VO-P-01805,VO,P,01805,EL3WH,VO-00020-018-1,unset,unset,HC
=17384/6486,VO-P-01806,VO,P,01806,EL3WH,VO-00020-018-1,unset,unset,HC
=17384/6491,VO-P-01807,VO,P,01807,DL3WH,VO-00020-018-1,unset,unset,HC
=17384/6496,VO-P-01808,VO,P,01808,DL3WH,VO-00020-018-1,unset,unset,HC
=17384/6501,VO-P-01809,VO,P,01809,DA5,VO-00020-018-1,unset,unset,TL
=17384/6506,VO-P-01810,VO,P,01810,DA5,VO-00020-018-1,unset,unset,TL
=17384/6511,VO-P-01811,VO,P,01811,DL3WH,VO-00020-018-1,unset,unset,HC
=17384/6516,VO-P-01812,VO,P,01812,DL3WH,VO-00020-018-1,unset,unset,HC
=17384/6521,VO-P-01813,VO,P,01813,DD3WH,VO-00020-018-1,unset,unset,PP
=17384/6526,VO-P-01814,VO,P,01814,DA3,VO-00020-018-1,unset,unset,NT
=17384/6531,VO-P-01815,VO,P,01815,DA3,VO-00020-018-1,unset,unset,NT
=17384/6536,VO-P-01816,VO,P,01816,DA3,VO-00020-018-1,unset,unset,NT
=17384/6541,VO-P-01901,VO,P,01901,DL3WH,VO-00020-019-1,unset,unset,HC
=17384/6546,VO-P-02102,VO,P,02102,DL3WH,VO-00020-021-1,unset,unset,HC
=17384/6551,VO-P-02401,VO,P,02401,DD3WH,VO-00020-024-1,unset,unset,HC
=17384/6556,VO-P-02402,VO,P,02402,DA5W,VO-00020-024-1,unset,unset,PP
=17384/6561,VO-P-02403,VO,P,02403,DD3WH,VO-00020-024-1,unset,unset,HC
=17384/6566,VO-P-02404,VO,P,02404,DD3WH,VO-00020-024-1,unset,unset,PP
=17384/6571,VO-P-02405,VO,P,02405,BD3W,VO-00020-024-1,unset,unset,HC
=17384/6576,VO-P-02406,VO,P,02406,BD3W,VO-00020-024-1,unset,unset,PP
=17384/6581,VO-P-02407,VO,P,02407,BA5W,VO-00020-024-1,unset,unset,HC
=17384/6586,VO-P-02408,VO,P,02408,BA5W,VO-00020-024-1,unset,unset,HC
=17384/6591,VO-P-02501,VO,P,02501,DA5W,VO-00020-025-1,unset,unset,NT
=17384/6596,VO-P-02502,VO,P,02502,DA5W,VO-00020-025-1,unset,unset,NT
=17384/6601,VO-P-02503,VO,P,02503,DA5W,VO-00020-025-1,unset,unset,NT
=17384/6606,VO-P-02504,VO,P,02504,DA5W,VO-00020-025-1,unset,unset,NT
=17384/6611,VO-P-02505,VO,P,02505,DA5,VO-00020-025-1,unset,unset,NT
=17384/6616,VO-P-02506,VO,P,02506,DA5,VO-00020-025-1,unset,unset,NT
=17384/6621,VO-P-02507,VO,P,02507,AA5WH,VO-00020-025-1,unset,unset,NT
=17384/6626,VO-P-02508,VO,P,02508,AA5WH,VO-00020-025-1,unset,unset,PP
=17384/6631,VO-P-02509,VO,P,02509,DA5,VO-00020-025-1,unset,unset,NT
=17384/6636,VO-P-02510,VO,P,02510,DA5,VO-00020-025-1,unset,unset,NT
=17384/6641,VO-P-02511,VO,P,02511,DA5W,VO-00020-025-1,unset,unset,PP
=17384/6646,VO-P-02512,VO,P,02512,DA5W,VO-00020-025-1,unset,unset,NT
=17384/6651,VO-P-02513,VO,P,02513,DA5W,VO-00020-025-1,unset,unset,NT
=17384/6656,VO-P-02601,VO,P,02601,BD3W,VO-00020-026-1,unset,unset,HC
=17384/6661,VO-P-02602,VO,P,02602,BA5W,VO-00020-026-1,unset,unset,HC
=17384/6666,VO-P-02603,VO,P,02603,BA5WH,VO-00020-026-1,unset,unset,PP
=17384/6671,VO-P-02604,VO,P,02604,BA3,VO-00020-026-1,unset,unset,HC
=17384/6676,VO-P-02605,VO,P,02605,AA3,VO-00020-026-1,unset,unset,HC
=17384/6681,VO-P-02606,VO,P,02606,AA3,VO-00020-026-1,unset,unset,HC
=17384/6686,VO-P-02607,VO,P,02607,BA3,VO-00020-026-1,unset,unset,PP
=17384/6691,VO-P-02608,VO,P,02608,BA5WH,VO-00020-026-1,unset,unset,PP
=17384/6696,VO-P-02701,VO,P,02701,AA5WH,VO-00020-027-1,unset,unset,NT
=17384/6701,VO-P-02702,VO,P,02702,AA5WH,VO-00020-027-1,unset,unset,NT
=17384/6706,VO-P-02703,VO,P,02703,AA5WH,VO-00020-027-1,unset,unset,NT
=17384/6711,VO-P-02704,VO,P,02704,AA5WH,VO-00020-027-1,unset,unset,NT
=17384/6716,VO-P-02705,VO,P,02705,BA5H,VO-00020-027-1,unset,unset,NT
=17384/6721,VO-P-02706,VO,P,02706,BA5,VO-00020-027-1,unset,unset,NT
=17384/6726,VO-P-02707,VO,P,02707,BA5,VO-00020-027-1,unset,unset,NT
=17384/6731,VO-P-02708,VO,P,02708,BA5,VO-00020-027-1,unset,unset,NT
=17384/6736,VO-P-02709,VO,P,02709,BA5,VO-00020-027-1,unset,unset,NT
=17384/6741,VO-P-02710,VO,P,02710,AA5,VO-00020-027-1,unset,unset,NT
=17384/6746,VO-P-02711,VO,P,02711,AA5,VO-00020-027-1,unset,unset,NT
=17384/6751,VO-P-02712,VO,P,02712,BA5H,VO-00020-027-1,unset,unset,NT
=17384/6756,VO-P-02713,VO,P,02713,BA5H,VO-00020-027-1,unset,unset,NT
=17384/6766,VO-P-02801,VO,P,02801,BL3,VO-00020-028-1,unset,unset,HC
=17384/6771,VO-P-02802,VO,P,02802,BL3,VO-00020-028-1,unset,unset,HC
=17384/6776,VO-P-02803,VO,P,02803,AL3,VO-00020-028-1,unset,unset,HC
=17384/6781,VO-P-02804,VO,P,02804,AL3,VO-00020-028-1,unset,unset,HC
=17384/6786,VO-P-02901,VO,P,02901,AA3,VO-00020-029-1,unset,unset,HC
=17384/6791,VO-P-02902,VO,P,02902,AA3,VO-00020-029-1,unset,unset,HC
=17384/6796,VO-P-02903,VO,P,02903,AA5,VO-00020-029-1,unset,unset,PP
=17384/6801,VO-P-02904,VO,P,02904,AA3,VO-00020-029-1,unset,unset,HC
=17384/6806,VO-P-02905,VO,P,02905,BL3,VO-00020-029-1,unset,unset,HC
=17384/6811,VO-P-02906,VO,P,02906,BL3,VO-00020-029-1,unset,unset,HC
=17384/6816,VO-P-02907,VO,P,02907,BL3,VO-00020-029-1,unset,unset,HC
=17384/6821,VO-P-02908,VO,P,02908,BL3,VO-00020-029-1,unset,unset,HC
=17384/6826,VO-P-02909,VO,P,02909,BL3,VO-00020-029-1,unset,unset,HC
=17384/6831,VO-P-02910,VO,P,02910,BL3,VO-00020-029-1,unset,unset,HC
=17384/6836,VO-P-02911,VO,P,02911,BA3,VO-00020-029-1,unset,unset,HC
=17384/6841,VO-P-02912,VO,P,02912,BL3,VO-00020-029-1,unset,unset,HC
=17384/6846,VO-P-02913,VO,P,02913,BL3,VO-00020-029-1,unset,unset,HC
=17384/6851,VO-P-02914,VO,P,02914,AA5,VO-00020-029-1,unset,unset,PP
=17384/6861,VO-P-03001,VO,P,03001,AA5,VO-00020-030-1,unset,unset,NT
=17384/6866,VO-P-03002,VO,P,03002,AA5,VO-00020-030-1,unset,unset,NT
=17384/6871,VO-P-03003,VO,P,03003,AA5,VO-00020-030-1,unset,unset,NT
=17384/6876,VO-P-03004,VO,P,03004,AA5,VO-00020-030-1,unset,unset,NT
=17384/6881,VO-P-03005,VO,P,03005,AA5,VO-00020-030-1,unset,unset,NT
=17384/6886,VO-P-03006,VO,P,03006,AA5,VO-00020-030-1,unset,unset,NT
=17384/6891,VO-P-03007,VO,P,03007,AA5,VO-00020-030-1,unset,unset,NT
=17384/6896,VO-P-03008,VO,P,03008,AA5,VO-00020-030-1,unset,unset,NT
=17384/6901,VO-P-03009,VO,P,03009,AA5,VO-00020-030-1,unset,unset,NT
=17384/6906,VO-P-03010,VO,P,03010,AA5,VO-00020-030-1,unset,unset,NT
=17384/6911,VO-P-03011,VO,P,03011,AA5,VO-00020-030-1,unset,unset,NT
=17384/6916,VO-P-03012,VO,P,03012,AA5,VO-00020-030-1,unset,unset,NT
=17384/6921,VO-P-03013,VO,P,03013,AA5,VO-00020-030-1,unset,unset,NT
=17384/6926,VO-P-03014,VO,P,03014,AA5,VO-00020-030-1,unset,unset,NT
=17384/6931,VO-P-03015,VO,P,03015,AA5,VO-00020-030-1,unset,unset,NT
=17384/6936,VO-P-03016,VO,P,03016,AA5,VO-00020-030-1,unset,unset,NT
=17384/6941,VO-P-03102,VO,P,03102,AA3,VO-00020-031-1,unset,unset,HC
=17384/6946,VO-P-03103,VO,P,03103,AA3,VO-00020-031-1,unset,unset,HC
=17384/6951,VO-P-03104,VO,P,03104,AA3,VO-00020-031-1,unset,unset,HC
=17384/6956,VO-P-03105,VO,P,03105,AA3,VO-00020-031-1,unset,unset,NT
=17384/6961,VO-P-03106,VO,P,03106,AA3,VO-00020-031-1,unset,unset,NT
=17384/6966,VO-P-03107,VO,P,03107,AA3,VO-00020-031-1,unset,unset,NT
=17384/6971,VO-P-03108,VO,P,03108,AA3,VO-00020-031-1,unset,unset,PP
=17384/6976,VO-P-03109,VO,P,03109,AA3,VO-00020-031-1,unset,unset,PP
=17384/6981,VO-P-03110,VO,P,03110,AA3,VO-00020-031-1,unset,unset,HC
=17384/6986,VO-P-03201,VO,P,03201,BA3,VO-00020-032-1,unset,unset,NT
=17384/6991,VO-P-03202,VO,P,03202,BA3,VO-00020-032-1,unset,unset,NT
=17384/6996,VO-P-03203,VO,P,03203,BA3,VO-00020-032-1,unset,unset,NT
=17384/7001,VO-P-03204,VO,P,03204,BA3,VO-00020-032-1,unset,unset,NT
=17384/7006,VO-P-03205,VO,P,03205,BA5,VO-00020-032-1,unset,unset,NT
=17384/7011,VO-P-03206,VO,P,03206,BA5,VO-00020-032-1,unset,unset,NT
=17384/7016,VO-P-03207,VO,P,03207,BA5,VO-00020-032-1,unset,unset,NT
=17384/7021,VO-P-03208,VO,P,03208,BA5,VO-00020-032-1,unset,unset,PP
=17384/7026,VO-P-03209,VO,P,03209,BA5,VO-00020-032-1,unset,unset,PP
=17384/7031,VO-P-03210,VO,P,03210,BA5,VO-00020-032-1,unset,unset,PP
=17384/7036,VO-P-03211,VO,P,03211,BA5,VO-00020-032-1,unset,unset,PP
=17384/7041,VO-P-16101,VO,P,16101,AA3,VO-00030-161-1,unset,unset,NT
=17384/7046,VO-P-20101,VO,P,20101,AA5,VO-00030-201-1,unset,unset,TE
=17384/7051,VO-P-20102,VO,P,20102,BA3,VO-00030-201-1,unset,unset,TE
=17384/7056,VO-P-20103,VO,P,20103,BA3,VO-00030-201-1,unset,unset,TE
=17384/7061,VO-PW-12001,VO,PW,12001,AA3D,VO-00030-120-1,unset,unset,NT
=17384/7066,VO-SP-00112,VO,SP,00112,AA3,VO-00020-001-1,unset,unset,TE
=17384/7071,VO-SP-00113,VO,SP,00113,AA3,VO-00020-001-1,unset,unset,NT
=17384/7076,VO-SP-00114,VO,SP,00114,AA3,VO-00020-001-1,unset,unset,TE
=17384/7081,VO-SP-00115,VO,SP,00115,AA3,VO-00020-001-1,unset,unset,TE
=17384/7086,VO-SP-00116,VO,SP,00116,AA3,VO-00020-001-1,unset,unset,NT
=17384/7091,VO-SP-00201,VO,SP,00201,AA3,VO-00020-002-1,unset,unset,TE
=17384/7096,VO-SP-00202,VO,SP,00202,AA3,VO-00020-002-1,unset,unset,TE
=17384/7101,VO-SP-00203,VO,SP,00203,AA3,VO-00020-002-1,unset,unset,TE
=17384/7106,VO-SP-00204,VO,SP,00204,AA3,VO-00020-002-1,unset,unset,TE
=17384/7111,VO-SP-00205,VO,SP,00205,AA3,VO-00020-002-1,unset,unset,TE
=17384/7116,VO-SP-00601,VO,SP,00601,AA3,VO-00020-006-1,unset,unset,NT
=17384/7121,VO-SP-00602,VO,SP,00602,AA3,VO-00020-006-1,unset,unset,NT
=17384/7126,VO-SP-00603,VO,SP,00603,AA3,VO-00020-006-1,unset,unset,NT
=17384/7131,VO-SP-00604,VO,SP,00604,AA3,VO-00020-006-1,unset,unset,NT
=17384/7136,VO-SP-00605,VO,SP,00605,AA3,VO-00020-006-1,unset,unset,NT
=17384/7141,VO-SP-00701,VO,SP,00701,AA3,VO-00020-007-1,unset,unset,TE
=17384/7146,VO-SP-00801,VO,SP,00801,AA3,VO-00020-008-1,unset,unset,NT
=17384/7151,VO-SP-00901,VO,SP,00901,AA3,VO-00020-009-1,unset,unset,TL
=17384/7156,VO-SP-01001,VO,SP,01001,AA3,VO-00020-010-1,unset,unset,TL
=17384/7161,VO-SP-01201,VO,SP,01201,AA3,VO-00020-012-1,unset,unset,TL
=17384/7166,VO-SP-01301,VO,SP,01301,AA3,VO-00020-013-1,unset,unset,TL
=17384/7171,VO-SP-01302,VO,SP,01302,AA3,VO-00020-013-1,unset,unset,TL
=17384/7176,VO-SP-01303,VO,SP,01303,AA3,VO-00020-013-1,unset,unset,TL
=17384/7181,VO-SP-01304,VO,SP,01304,AA3,VO-00020-013-1,unset,unset,TL
=17384/7186,VO-SP-01305,VO,SP,01305,AA3,VO-00020-013-1,unset,unset,TL
=17384/7191,VO-SP-01401,VO,SP,01401,AA3,VO-00020-014-1,unset,unset,NT
=17384/7196,VO-SP-01402,VO,SP,01402,AA3,VO-00020-014-1,unset,unset,NT
=17384/7201,VO-SP-01403,VO,SP,01403,AA3,VO-00020-014-1,unset,unset,NT
=17384/7206,VO-SP-01404,VO,SP,01404,AA3,VO-00020-014-1,unset,unset,NT
=17384/7211,VO-SP-01405,VO,SP,01405,AA3,VO-00020-014-1,unset,unset,TL
=17384/7236,VO-SP-01505,VO,SP,01505,AA3,VO-00020-015-1,unset,unset,NT
=17384/7251,VO-SP-01801,VO,SP,01801,AA3,VO-00020-018-1,unset,unset,NT
=17384/7256,VO-SP-02101,VO,SP,02101,AA3,VO-00020-021-1,unset,unset,NT
=17384/7261,VO-SP-02401,VO,SP,02401,AA3,VO-00020-024-1,unset,unset,NT
=17384/7266,VO-SP-02501,VO,SP,02501,AA3,VO-00020-025-1,unset,unset,NT
=17384/7271,VO-SP-02601,VO,SP,02601,AA3,VO-00020-026-1,unset,unset,NT
=17384/7276,VO-SP-02701,VO,SP,02701,AA3,VO-00020-027-1,unset,unset,NT
=17384/7281,VO-SP-02702,VO,SP,02702,AA3,VO-00020-027-1,unset,unset,NT
=17384/7286,VO-SP-02703,VO,SP,02703,AA3,VO-00020-027-1,unset,unset,NT
=17384/7291,VO-SP-02704,VO,SP,02704,AA3,VO-00020-027-1,unset,unset,NT
=17384/7296,VO-SP-02705,VO,SP,02705,AA3,VO-00020-027-1,unset,unset,NT
=17384/7301,VO-SP-02901,VO,SP,02901,AA3,VO-00020-029-1,unset,unset,NT
=17384/7306,VO-SP-02902,VO,SP,02902,AA3,VO-00020-029-1,unset,unset,HC
=17384/7311,VO-SP-02903,VO,SP,02903,AA3,VO-00020-029-1,unset,unset,HC
=17384/7316,VO-SP-02904,VO,SP,02904,AA3,VO-00020-029-1,unset,unset,HC
=17384/7321,VO-SP-02905,VO,SP,02905,AA3,VO-00020-029-1,unset,unset,HC
=17384/7331,VO-SP-03002,VO,SP,03002,AA3,VO-00020-030-1,unset,unset,NT
=17384/7336,VO-SP-03003,VO,SP,03003,AA3,VO-00020-030-1,unset,unset,NT
=17384/7341,VO-SP-03004,VO,SP,03004,AA3,VO-00020-030-1,unset,unset,NT
=17384/7346,VO-SP-03005,VO,SP,03005,AA3,VO-00020-030-1,unset,unset,NT
=17384/7351,VO-SP-03006,VO,SP,03006,AA3,VO-00020-030-1,unset,unset,NT
=17384/7371,VO-SP-03101,VO,SP,03101,AA3,VO-00020-031-1,unset,unset,HC
=17384/7376,VO-SP-03102,VO,SP,03102,AA3,VO-00020-031-1,unset,unset,HC
=17384/7381,VO-SP-03103,VO,SP,03103,AA3,VO-00020-031-1,unset,unset,HC
=17384/7386,VO-SP-03104,VO,SP,03104,AA3,VO-00020-031-1,unset,unset,HC
=17384/7391,VO-SP-18101,VO,SP,18101,AA3,VO-00030-181-1,unset,unset,TE
=17384/7396,VO-SP-18102,VO,SP,18102,BA3,VO-00030-181-1,unset,unset,TE
=17384/7401,VO-SP-18103,VO,SP,18103,AA3,VO-00030-181-1,unset,unset,TE
=17384/7406,VO-SP-18104,VO,SP,18104,BA3,VO-00030-181-1,unset,unset,TE
=17384/7411,VO-SP-18105,VO,SP,18105,BA3,VO-00030-181-1,unset,unset,TE
=17384/7416,VO-SP-20001,VO,SP,20001,AA3U,VO-00030-200-1,unset,unset,TL
=17384/7421,VO-WO-00101,VO,WO,00101,AA3,VO-00020-001-1,unset,unset,NT
=17384/7426,VO-WO-00102,VO,WO,00102,AA3,VO-00020-001-1,unset,unset,NT
=17384/7431,VO-WO-00201,VO,WO,00201,AA3,VO-00020-002-1,unset,unset,NT
=17384/7436,VO-WO-00202,VO,WO,00202,AA3,VO-00020-002-1,unset,unset,NT
=17384/7441,VO-WO-00203,VO,WO,00203,AA3,VO-00020-002-1,unset,unset,NT
=17384/7446,VO-WO-00204,VO,WO,00204,AA5,VO-00020-002-1,unset,unset,TE
=17384/7451,VO-WO-00601,VO,WO,00601,AA3,VO-00020-006-1,unset,unset,NT
=17384/7456,VO-WO-00602,VO,WO,00602,AA3,VO-00020-006-1,unset,unset,NT
=17384/7461,VO-WO-00603,VO,WO,00603,AA3,VO-00020-006-1,unset,unset,NT
=17384/7466,VO-WO-00901,VO,WO,00901,AA3,VO-00020-009-1,unset,unset,NT
=17384/7471,VO-WO-00902,VO,WO,00902,AA3,VO-00020-009-1,unset,unset,NT
=17384/7476,VO-WO-00903,VO,WO,00903,DKAH,VO-00020-009-1,unset,unset,TL
=17384/7481,VO-WO-00904,VO,WO,00904,DA5,VO-00020-009-1,unset,unset,TL
=17384/7486,VO-WO-01301,VO,WO,01301,AA3,VO-00020-013-1,unset,unset,NT
=17384/7491,VO-WO-01302,VO,WO,01302,AA3,VO-00020-013-1,unset,unset,NT
=17384/7496,VO-WO-01303,VO,WO,01303,AA3,VO-00020-013-1,unset,unset,NT
=17384/7501,VO-WO-01304,VO,WO,01304,DA5,VO-00020-013-1,unset,unset,TL
=17384/7506,VO-WO-01401,VO,WO,01401,AA3,VO-00020-014-1,unset,unset,NT
=17384/7511,VO-WO-01402,VO,WO,01402,AA3,VO-00020-014-1,unset,unset,NT
=17384/7516,VO-WO-01403,VO,WO,01403,BA5WH,VO-00020-014-1,unset,unset,TL
=17384/7521,VO-WO-01404,VO,WO,01404,BA5WH,VO-00020-014-1,unset,unset,TL
=17384/7526,VO-WO-18101,VO,WO,18101,AA3,VO-00030-181-1,unset,unset,NT
